Des Epitres et des Evangiles,NE 5! NE 30,,,,
Passion Jhesucrist,NE 2! NE 3! NE 31,Passion of Christ,,,Religious. Passion
De saince Clere,Arsenal fr. 5193! NE 28! NE 32,,,,
Ung petit livre ... commencant Humane beate Marye virginis,BnF fr. 568! NE 33,,,,
Ung petit livre...ystorié et commance. Tres noble,KBR ms. 9094! NE 13! NE 34,,,,
Ung autre petit livre commencant. S'ensuit une petite et briefve contemplacion,KBR ms. 9394-96! NE 35,,,,
Livre d'heures,BnF fr. 829! NE 36,Book of Hours,,,Paraliturgical
Chapelet Notre-Dame,NE 39,,,,
Epistre Othea,NE 40! BnF fr. 1835,,Christine de Pizan,https://arlima.net/ad/christine_de_pizan.html#oth,
Psalter,BL Royal 15 E VI! NE 41,,,,
Book of Hours,BL Cotton MS Otho D II! NE 42,,,,
Book of Prayers,NE 44,,,,
A French Book,BnF fr. 24293! BL Harley MS 4431! BnF fr. 607! NE 21! NE 45,,,,
Troilus and Criseyde,NE 46,,Geoffrey Chaucer,https://www.arlima.net/eh/geoffrey_chaucer.html#tro,
Ung livre,NE 47,,,,
Alexander and Dindimus,NE 48,,,,
Li Livres du Graunt Caam,NE 49,,,,
Roman d'Alexandre en vers,NE 50,Romance of Alexander in verse,,https://www.arlima.net/ad/alexandre_en_prose.html,Romance
Heures d'Anne de France,NE 51,,,,
Pèlerinage de vie humaine en prose,NE 52,Pilgrimage of Man in prose,Guillaume de Digulleville,https://arlima.net/eh/guillaume_de_digulleville.html#vie,Religious. Allegory. Translation
Débat de réveille matin,NE 54,,Alain Chartier,,
Confession de la belle fille,NE 55,,,,
Moralité du bien public,NE 56,,,,
Physiognomonie,NE 57,,,,
Ventes d'amour,BnF fr. 5631! NE 37! NE 58,,,,
Lettre du prêtre Jean,BnF fr. 13091! NE 26! NE 59,,,,
Débat de la noire et de la tannée,NE 60,,,,
Belle Dame sans Merci,NE 62,,Alain Chartier,,
Débat de l'homme marié et de l'homme non marié,NE 4! NE 62,,,,
Dialogue du père et du filz,NE 63,,,,Religious
Enseignemens Saint Louis,NE 64,,,,Mirror of Princes
Traité des nouvelletés du monde,NE 65,,,,
Enseignemens d'une dame à une amie,NE 66,,,,Religious
Traite de troys chevaliers,NE 67,,,,
Dedicace de l'âme,BnF lat. 10426! NE 1! NE 68,,,,Religious
Lettre adressé par un religieux à un jeune noble pour lui apprendre à se confesser,NE 43! NE 68,,,,Religious
