Le Livre des fais d'armes et de chevalerie,BL Royal 15 E VI,,,,
Le Livre du roy Charlemaine,BL Royal 15 E VI,,,,
Livre de politique,BL Royal 15 E VI,,,,
Ogier le Danois,BL Royal 15 E VI,,,,
Quatre fils Aimon,BL Royal 15 E VI,,,,
Arbre des batailles,BL Royal 15 E VI,Tree of Battles,Honoré Bonet,https://arlima.net/eh/honorat_bovet.html#arb,
Chroniques de Burgos,BL Royal 15 E VI,Chronicles of Burgos,Gonzalo de Hinohosa,https://arlima.net/il/jean_golein.html#bur,Chronicle
Grande Biblie historiale complétée,NE 12! BL Royal 15 E VI,Great Complete Illuminated Bible,,,Paraliturgical
Bible moralisée,BL Royal 19 E VI,Illuminated Bible,,,Paraliturgical
Rational des divins offices,BnF fr. 159,,Guillaume Durand de Mende,https://arlima.net/il/jean_golein.html#dur,Religious. Paraliturgical
Histoire ancienne jusqu'à César,BnF fr. 167,Ancient History to Caesar,Wauchier de Denain,https://arlima.net/uz/wauchier_de_denain.html#hac,
Décades,BnF fr. 176,History of Rome,Titus Livy,https://arlima.net/mp/pierre_bersuire.html#tyt,
La Fleur des histoires,BnF fr. 256,The Flower of History,Jean Mansel,https://arlima.net/il/jean_mansel.html#fle,Chronicle
Miroir historial v. 1,BnF fr. 263,Mirror of History v. 1,Vincent of Beauvais,https://arlima.net/il/jean_de_vignay.html#his,
Tristan en prose,BnF fr. 300,Prose Tristan,,https://arlima.net/qt/tristan_en_prose.html,Romance
Vita Jesu Christi,BnF n.a.f. 15939-41! BnF fr. 316,,,,
Ci nous dit,BnF fr. 334,Now We Are Told,,https://arlima.net/ad/ci_nous_dit.html,
Le seul parler de Saint Augustin,BnF fr. 407-08,Meditations of St. Augustine,St. Augustine,,
L'Horloge de sapience,BnF fr. 425,The Clock of Knowledge,Henry Suso,https://arlima.net/il/jean_de_souabe.html#,
Les Douze périls d'enfer,BnF fr. 445,,,,
Image du monde,BnF fr. 926! BnF fr. 445,Image of the World,Gossuin de Metz,https://arlima.net/il/image_du_monde_en_prose.html,
Livre des femmes nobles et renommées,BnF fr. 449,Book of Noble and Renowned Women,Giovanni Boccaccio,https://arlima.net/ad/cleres_et_nobles_femmes.html,
Epistre à la Royne de France,BnF fr. 574,,,,
Epistre à Eustace Morel,BnF fr. 598,Letter to Eustace Morel,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#mor,
Livre de Prudence,BnF fr. 605,The Book of Prudence,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#pru,
Proverbes Moraulx,BL Harley MS 4431! BnF fr. 605,Moral Proverbs,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#pro,
Faiz d'Alexandre,BL Harley MS 4431! BnF fr. 605,,,,
Livre de Sydrac,BL Harley MS 4431! BnF fr. 605,Book of Sydrac,,https://arlima.net/qt/sidrac_livre_de.html,Encyclopedia
Pèlerinage de l'Ame,NE 38! BnF fr. 707,Pilgrimage of the Soul,Guillaume de Digulleville,https://arlima.net/eh/guillaume_de_digulleville.html#ame,Pilgrimage. Allegory. Poetry
Le Dit de Poissy,BnF fr. 762,,,,
Cent balades,BnF fr. 835,One Hundred Ballads,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#100b,Poetry
Epistre au Dieu d'Amours,BL Harley MS 4431! BnF fr. 835,The God of Love's Letter,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#amo,
Epistres sur le 'Roman de la Rose',BL Harley MS 4431! BnF fr. 835,"Letters on the ""Romance of the Rose""",Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#epr,Epistle
Jeux à Vendre,BL Harley MS 4431! BnF fr. 835,,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#jeu,
Livre des Trois Jugemens,BL Harley MS 4431! BnF fr. 835,The Book of Three Judgments,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#jug,
Livre du Debat des Deux Amans,BL Harley MS 4431! BnF fr. 835,The Book of the Debate of Two Lovers,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#deb,
"Rondeaux",BL Harley MS 4431! BnF fr. 835,,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#ron,Poetry
Virelais,BL Harley MS 4431! BnF fr. 835,Virelays,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#vir,Poetry
Une belle oraison de sainct Gregoires,BL Harley MS 4431! BnF fr. 835,,,,
Livre du Chemin de Long Estude,BnF fr. 836,The Book of the Path of Long Study,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#che,Allegory
Livre du Duc des Vrays Amans,BL Harley MS 4431! BnF fr. 836,The Book of the Duke of True Lovers,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#duc,
Lamentations de saint Bernard,BL Harley MS 4431! BnF fr. 836,,,,
Bonne doctrine pour dévotes fames,BnF fr. 916,Good Doctrine for Devout Women,,,
Chapel des fleurs de lys,BnF fr. 916,Chapel of the Fleur de Lys,Philippe de Vitry,https://arlima.net/mp/philippe_de_vitry.html#cha,
L'Aguillon d'amour divine,BnF fr. 926,The Prick of Divine Love,Bonaventura,https://arlima.net/qt/simon_de_courcy.html#,Religious
Vivat rex,BnF fr. 926,Long Live the King,Jean Gerson,https://arlima.net/il/jean_gerson.html#sef,
Vie et légende de sainte Barbe,BnF fr. 926,Life and Legend of St. Barbara,Jacobus de Voragine,,Religious. Hagiography
De Senectute,BnF fr. 975,On Age,Cicero,https://arlima.net/il/laurent_de_premierfait.html#vie,Philosophy. Translation
Chasteau perilleux,Chantilly MS 158! BnF fr. 997,Perilous Castle,Robert le Chartreux,,Religious
Miracles de sainte Catherine de Fierbois,BnF fr. 1009,,,,
Du Ciel et du monde,BnF fr. 1009,Of the Sky and the World,Aristotle,https://arlima.net/mp/nicole_oresme.html#cie,
Livre de chevalerie,BnF fr. 445! BnF fr. 1009,Book of Chivalry,Vegetius,https://arlima.net/uz/vegece.html#,
Roman de Brut,BnF fr. 1045,Romance of Brut,Wace,https://arlima.net/uz/wace.html#bru,Romance
Cléomadès,BnF fr. 1082,Cleomades,Adenet le Roi,https://arlima.net/ad/adenet_le_roi.html#cle,Romance
Diverses oraisons a Nostre Dame,BnF fr. 1229,Diverse Prayers to Our Lady,Gautier de Coinci,https://arlima.net/eh/gautier_de_coinci.html#cin,Religious
Les Avez de Nostre Dame,BnF fr. 1454,The Aves of Our Lady,Gautier de Coinci,https://arlima.net/eh/gautier_de_coinci.html#sal,Religious
Les XV signes du definement du monde,BnF fr. 1456,The 15 Signs of the End of the World,Gautier de Coinci,,
Vie de Nostre Dame,BnF fr. 1533,Life of Our Lady,Gautier de Coinci,,Religious. Poetry
Dialogue avec un phantom,BnF fr. 1533,Dialogue with a Ghost,Jean Gobi the Younger,https://arlima.net/uz/vision_de_lame_de_gui_de_turno.html,Religious
La Medecine de l'ame,BnF fr. 1533,The Doctor/Medicine of the Soul,Jean Gerson,https://arlima.net/il/jean_gerson.html#med,Religious
Le credo qu’on chante en la messe mis en françoiz par maistre Jehan Sarrasin. docteur en theologie. pour les gens lays,BnF fr. 1533,The Credo that one sings at Mass. put into French by Master Jean Sarrasin. doctor of theology. for lay people,Jean Sarassin,,Religious
Le Miroir de l'ame,BnF fr. 1793,The Mirror of the Soul,Jean Gerson,https://arlima.net/il/jean_gerson.html#mir,Religious
Profit de savoir quel est pechié mortel ou veniel,BnF fr. 1793,Profit of Knowing What Is a Venial or Mortal Sin,Jean Gerson,https://arlima.net/il/jean_gerson.html#ven,Religious. Theology
Traité des diverses tentations de l'ennemi,BnF fr. 1793,Treatise on the Diverses Temptations of the Enemy,Jean Gerson,https://arlima.net/il/jean_gerson.html#tee,Religious
Une vray medicine a l'ame en l'article de la mort,BnF fr. 1793,A True Doctor/Medicine to the Soul at the Moment of Death,Jean de Varennes,,Religious
Vie de Saincte Elisabeth de Hongroie,BnF fr. 1793,Life of St. Elizabeth of Hungary,,https://arlima.net/eh/elisabeth_de_hongrie_sainte.html,Religious. Hagiography
Préparation du saint Sacrement de l'autel,BnF fr. 1793,Preparation of the Holy Sacrament of the Altar,,,Religious
Réductoire de l'âme,BnF fr. 1793,,Etienne des Arpentiz,,Commission. Gift. Religious. Translation. Compilation
Le secret parlement de l'homme à son âme,BnF fr. 1801,,,,
L'ABC des simples gens,BnF fr. 1801,,,,
L'Art de bien mourir,BnF fr. 1801,,,,
La Diete de Salut,BnF fr. 1801,,,,
L'Examen de conscience,BnF fr. 1801,The Examination of the Conscience,Jean Gerson,https://arlima.net/il/jean_gerson.html#ecf,Religious
Livre de perfection,BnF fr. 1801,Book of Perfection,Robert Ciboule,https://arlima.net/qt/robert_ciboule.html#per,Religious
Traité de la vie contemplative,BnF fr. 1801,Treatise on the Contemplative Life,,,Religious
Vie de saint Julien,BnF fr. 1801,Life of St. Julien,Guillaume Danicot,,Religious. Hagiography. Female dedicatee
Vie de saint Josse,BnF fr. 1801,Life of St. Yves,,,
Congratulacion et graces de la nativité de Charles aisné filz du roy Loys unziesme de ce nom,BnF fr. 1801,,,,
Livre des quatre dames,BnF fr. 1801,,Alain Chartier,https://arlima.net/ad/alain_chartier.html#dam,
Chroniques,BnF fr. 1801,Chronicles,Jean Froissart,https://arlima.net/il/jean_froissart.html#chr,Chronicle
Bible historiale,BnF fr. 1801,,Pierre le Mangeur,https://arlima.net/eh/guiart_des_moulins.html#bih,Paraliturgical
Vie et office de sainte Radegande,BnF fr. 1801,,,,
Ethique et Politique,BnF fr. 1801,Ethics and Politics,Aristotle,https://arlima.net/mp/nicole_oresme.html#eth,
Vie et mystère de saint Vincent en vers et par personnages,BnF fr. 1801,Life and mystère of St. Vincent. in verse,Guillaume Danicot,,
Parfait du Paon,BnF fr. 1801,,Jean de le Motte,https://arlima.net/il/jean_de_le_mote.html#par,
Restor du Paon,BnF fr. 1801,,Jean Brisebarre,https://arlima.net/il/jean_le_court.html#res,
Roman d'Alexandre,BnF fr. 1801,Romance of Alexander,,,Romance
Voeux du Paon,BnF fr. 1801,Vow of the Peacock,Jacques de Longuyon,https://arlima.net/il/jacques_de_longuyon.html#voe,
Le Livre des amphorismes Ypocras. en medecine. avecques les commens de Galien,BnF fr. 1801,The Book of Hippocrates' Aphorisms. with Galen's Commentary,Hippocrates,https://arlima.net/mp/martin_de_saint-gille.html,
Grandes Heures du duc de Berry,BnF fr. 1801,,,,
Psautier Saint Louis,BnF fr. 1801,Saint Louis' Psalter,,,
Breviaire,BnF fr. 1801,Breviary,,,Paraliturgical
Miroir historial v. 2,BnF fr. 1801,Mirror of History v. 2,Vincent of Beauvais,https://arlima.net/il/jean_de_vignay.html#his,
Confessio Amantis,BnF fr. 1801,The Confessions of a Lover,John Gower,,
La Passion de Jésus-Christ en prose,BnF fr. 1801,Passion. in prose,,,Religious. Translation
Pourquoi Dieu s'est fait homme,BnF fr. 1801,Why God Became Man,St. Anselm,https://arlima.net/mp/pierre_crapillet.html,Theology. Religious
Soliloque touchant le gage de l'âme,BnF fr. 1801,On the Earnest Money of the Soul,Hugh of St. Victor,https://arlima.net/mp/pierre_crapillet.html,Theology
Legiloque,BnF fr. 1801,,,,Religious
Declaracion de la differance entre pechié mortel et veniel,BnF fr. 1801,Declaration of the Difference between Mortal and Venial Sin,Guillaume de Vaurouillon,,Theology. Religious
In festo beati Petri et Pauli apostolorum sermo,BnF fr. 1801,Sermon on the Feast of the Blessed Apostles Peter and Paul,Jean Gerson,https://arlima.net/il/jean_gerson.html#sef,
Pèlerinage de l'âme en prose,BnF fr. 926! Chantilly MS 138! BnF fr. 1801,Pilgrimage of the Soul in Prose,Guillaume de Digulleville,https://arlima.net/il/jean_galopes.html#pel,Allegory. Pilgrimage
Qui manducat me,BnF fr. 1813,Who Eats of Me,Robert Ciboule,https://arlima.net/qt/robert_ciboule.html#aut,Religious
Vidimus nunc,BnF fr. 1821,Now We See,Jean Gerson,https://arlima.net/il/jean_gerson.html#sef,Religious
Livre des anges,BnF fr. 1835,Book of Angels,Francesc Eiximenis,https://arlima.net/ad/anges_livre_des.html,Religious
Certamen dedit ili ut vinceret,BnF fr. 1836,,Jean Gerson,,Sermon. Religious
Tu discipulus eius sie,BnF fr. 1836,,Jean Gerson,,Sermon. Religious
Gloria in altissimus deo,BnF fr. 1836,,Jean Gerson,,Sermon. Religious
Omne regnum in semplum,BnF fr. 1841,,Jean Gerson,,Sermon. Religious
Pax vobis,BnF fr. 1841,,Jean Gerson,,Sermon. Religious
Puer natus est,BnF fr. 1875,,Jean Gerson,,Sermon. Religious
Querite dominum,BnF fr. 2099,,Jean Gerson,,Sermon. Religious
Sermon sur la Passion Jhesucrist,BnF fr. 2101,Sermon on the Passion of Christ,Jean Gerson,,Sermon. Religious
Si terrena dixi vobis,BnF fr. 2222,,Jean Gerson,,Sermon. Religious
Suscepimus deus,BnF fr. 2234,,Jean Gerson,,Sermon. Religious
Tota pulcra es amica mea,BnF fr. 2641,,Jean Gerson,,Sermon. Religious
Ibi eum videbitis,KBR ms. 9024-25! BnF fr. 5707,,Jean Gerson,,Sermon. Religious
La Maison de conscience,Bnf fr. 5718,,Jean Saulnier,,Religious. Female dedicatee
Jardin de Contemplation,BnF fr. 9106,Garden of Contemplation,Jean Henry,,Religious
Le Livre qui parle du prêtre. de l'église et de la messe,BnF fr. 12538,Treatise on the Church. her ministers. and the Mass,Olivier le Rouyer,,Religious
Mystère de la Résurrection,BnF fr. 12565,Mystery of the Resurrection,,,Play. Religious. Theatre. Mystery
Le Paradis de la reine Sibylle,BnF fr. 12565,Paradise of the Queen Sibylle,Antoine de La Sale,https://arlima.net/ad/antoine_de_la_sale.html#par,Travel
Le Paradis terrestre et l'Excursion aux îles Lipari,BnF fr. 12565,Earthly Paradise and the Excursion to the Lipari Isles,Antoine de La Sale,https://arlima.net/ad/antoine_de_la_sale.html#exc,Travel
Secret des secrets,BnF fr. 12565,Secret of Secrets,Aristotle,https://arlima.net/qt/secret_des_secrets_en_francais.html,
Vie de sainte Catherine de Sienne,BnF fr. 24246,Life of St. Catherine of Sienna,,,Religious. Hagiography
Missel,BnF lat. 919,Missal,,,Paraliturgical
Bestiaire,BnF lat. 10525,Bestiary,,https://arlima.net/ad/bestiaire.html,
Dits moraux des philosophes,BnF lat. 17294,Moral Sayings of the Philosophers,,https://arlima.net/eh/guillaume_de_tignonville.html#dit,
Métamorphoses,BnF n.a.f. 15942-44,Moralized Metamorphoses,Ovid,https://arlima.net/mp/ovide_moralise.html,
Histoire de Thèbes et de Troie,NE 97! Cambridge Fitzwilliam Museum MS 38-1950,,,,
Faits des Romains,Cambridge Pembroke College MS 307,Deeds of the Romans,,https://arlima.net/eh/faits_des_romains.html,
Grandes chroniques de France,Chantilly MS 36,Great Chronicles of France,,https://arlima.net/eh/grandes_chroniques_de_france.html,Chronicle
Livre de Godeffroy de Bouillon,Chantilly MS 129,The Book of Godfrey of Bouillon,,,
Histoire de Lusignan,Chantilly MS 129,History of Lusignan,,,
Livre de l'information des princes,Chantilly MS 138,Book of Information for Princes,,https://arlima.net/il/jean_golein.html#inf,
Le Dit de la Panthère,Chantilly MS 138,The Tale of the Panther,Nicole de Margival,,
Le Livre de la Violette,Chantilly MS 138,The Romance of the Violet,Gerbert de Montreuil,https://arlima.net/eh/gerbert_de_montreuil.html#vio,
Le Roman de la Rose,Chantilly MS 138,The Romance of the Rose,Guillaume de Lorris. Jean de Meun,https://arlima.net/il/jean_de_meun.html#ros,Allegory. Romance
Le Testament de Jean de Meun,Chantilly MS 138,The Testament of Jean de Meun,Jean de Meun,https://arlima.net/qt/testament_maistre_jehan_de_meun.html,
Plusieurs balades et dictiés,Chantilly MS 138,Many Ballads and Tales,Christine de Pizan,,Poetry
A Saint's Life,Chantilly MS 138,,,,Hagiography. Religious
Renard de Montaubon en Prose,Chantilly MS 138,,,https://www.arlima.net/qt/renaut_de_montauban_en_prose.html,
Dit de la Pastoure,BnF fr. 1793! BnF fr. 1836! Chantilly MS 138,The Tale of the Shepherdess,Christine de Pizan,https://www.arlima.net/ad/christine_de_pizan.html#pas,
De morali principis institutione,Chantilly MS 140,The Moral Instruction of a Prince,Vincent of Beauvais,https://www.arlima.net/uz/vincent_de_beauvais.html#mor,
Les Dits Moraux des Philosophes,Chantilly MS 140,The Moral Sayings of Philosophers,Guillaume de Tignonville,https://www.arlima.net/eh/guillaume_de_tignonville.html#dit,
The Pilgrimage of the Life of Man,Chantilly MS 140,,John Lydgate,https://www.arlima.net/il/john_lydgate.html#pil,Religious. Allegory
Vie de Saint Etienne,Chantilly MS 140,Life of St. Stephen,,https://arlima.net/eh/etienne_saint.html,Religious
Légende dorée,Chantilly MS 140,The Golden Legend,Jacobus de Voragine,https://arlima.net/il/jean_de_vignay.html#leg,Hagiography. Religious
Cité de Dieu,Chantilly MS 143,City of God,St. Augustine,https://arlima.net/qt/raoul_de_presles.html#cit,Religious
Des cas des nobles hommes et femmes,Chantilly MS 145,On the Fates of Famous Men and Women,Giovanni Boccaccio,https://arlima.net/il/laurent_de_premierfait.html#cas,
Livre du Trésor,Chantilly MS 145,Book of Treasure,Brunetto Latini,https://arlima.net/ad/brunetto_latini.html#tre,
Le Livre des Proprietez des Choses,Chantilly MS 145,On the Properties of Things,Bartholomeus Anglicus,https://arlima.net/il/jean_corbechon.html,Encyclopedia
Nouveau Testament,Chantilly MS 145,,,,Religious
Pèlerinage de Vie humaine,Chantilly MS 145,Pilgrimage of Human Life (Pilgrimage of Man),Guillaume de Digulleville,https://arlima.net/eh/guillaume_de_digulleville.html#vie,Pilgrimage. Allegory
Mortifiement de vaine plaisance,Chantilly MS 145,The Killing of Vain Pleasure,René d'Anjou,,Religious
Le Montagne de contemplation,Chantilly MS 145,Mountain of Contemplation,Jean Gerson,https://arlima.net/il/jean_gerson.html#moc,Religious
Pontus et Sidoine,Chantilly MS 145,Ponthius and Sidonie,,https://arlima.net/mp/ponthus_et_sidoine.html,Romance
Melusine ou La noble histoire de Lusignan,Chantilly MS 145,Melusine or the Noble History of Lusignan,Jean d'Arras,https://www.arlima.net/il/jean_darras.html#mel,Romance. Travel
Confession,Chantilly MS 145,,,,Religious
Livre de la Cité des Dames,Chantilly MS 145,The Book of the City of Ladies,Christine de Pizan,https://arlima.net/ad/christine_de_pizan.html#cit,Allegory
Le Livre des trois vertus,Chantilly MS 145,The Book of the Three Virtues,Christine de Pizan,https://arlima.net/ad/christine_de_pizan.html#ver,Mirror of Princes
Danse aux aveugles,Chantilly 153! Chantilly MS 154,Dance of the Blind,Pierre Michault,https://arlima.net/mp/pierre_michault.html#dan,
Instruction d'un jeune prince,Chantilly MS 159,Instruction of a Young Prince,Gilbert de Lannoy,,Mirror of Princes
Le Livre des herbes et arbres,Chantilly MS 615,,,,Herbal
Le Livre du gouvernement des rois,Chantilly MS 653,The Book of the Governance of Kings,Gilles de Rome,,Mirror of Princes. Translation
Roman de Cleriadus et Meliadice,Chantilly MS 653,Cleriadus and Meliadice,,https://arlima.net/ad/cleriadus_et_meliadice.html,Romance
Livre de Consolation,Chantilly MS 685,The Consolation of Philosophy,Boethius,https://arlima.net/ad/boece_consolatio_francais.html,
Pierre de Provence et la belle Maguelonne,Chantilly MS 685,Pierre de Provence and the Beautiful Maguelonne,,https://arlima.net/mp/pierre_de_provence_et_la_belle_maguelonne.html,Romance
Paris et Vienne,Chantilly MS 685,,Pierre de la Cépède,https://arlima.net/mp/pierre_de_la_cepede.html,Romance
Sermons,Chantilly MS 685,,Jean Gerson,https://arlima.net/il/jean_gerson.html#sef,Religious. Sermon
Ung livre des eshecs,Chantilly MS 685,A Book of Chess,,,Games
Devisement du monde,Chantilly MS 685,The Travels of Marco Polo,Marco Polo,https://arlima.net/ad/devisement_du_monde.html,Travel
Psautier,Chantilly MS 685,Psalter,,,Paraliturgical. Religious
Le Livre pour l'enseignement des filles,Chantilly MS 685,The Book of the Knight of the Tower. for the Education of His Daughters,Geoffroi de La Tour Landry,https://arlima.net/eh/geoffroi_de_la_tour_landry.html#,Pedagogical
La Vie Nostre Dame,Chantilly MS 685,The Life of Our Lady,,,Religious
Vies des saints,NE 15! Chantilly MS 685,Lives of saints,,https://arlima.net/uz/vies_de_saints.html,Religious. Hagiography
Ung livre de certains laiz et coustumes pour passer le temps,Chantilly MS 741,A Book of Certain Lais and Customs to Pass the Time,,,
Ung traictié de l'ame devote,Hatfield House Marquis of Salisbury Cecil Papers MS 270,A Treatise for the Devote Soul,,,Religious
Pourquoi Dieu fist l'omme a sa figure,KBR ms. 9125,Why God Made Man in His Image,,,Religious. Theology
Livre de la vroye ystoire de Troye,NE 4,The Book of the True Story of Troy,,,History
Le Livre de Pierre Chastellain,NE 4,Book of Pierre Chastellain,Pierre Chastellain,,
Bible,BnF fr. 373! NE 6,,,,Religious
Le livre de l'exposition des Euvangilles,NE 7,Exposition of the Gospels,,,Religious
L'Abuzé en court,NE 8,,,https://arlima.net/ad/abuze_en_court.html,Allegory
Livre du Pellerinaige en prose,NE 9,,Guillaume de Digulleville,,Religious. Allegory. Translation
Le Temple de Boccace,NE 10,The Temple of Boccaccio,Georges Chastellain,https://arlima.net/eh/george_chastelain.html#tep,Female dedicatee
Les trois fils de rois,NE 11,The Three Kings' Sons,,https://arlima.net/qt/trois_fils_de_rois.html,Romance. Chronicle
Le Livre de Confession,BnF fr. 1210! NE 14,Book on Confession,,,Religious
Le Livre de Sapience qui enseigne a bien mourir,NE 16,The Book of Wisdom. which teaches how to die well,,,Religious
Les Miracles de Nostre Dame,NE 16,The Miracles of Our Lady,Gautier de Coinci,https://arlima.net/eh/gautier_de_coinci.html#mir,Religious. Poetry
De la resurrection des mors,NE 16,On the Resurrection of the Dead,,,Religious
Ung livre de la mort du duc de Bourgoigne,NE 16,On the Death of the Duke of Burgundy,,,
Ung livre...nommé de pluseurs renvoys,NE 17,,,,
Somme le roi,NE 18,,Frère Laurent,https://arlima.net/il/laurent_dorleans.html,Mirror of Princes
Les Espitres et Euvengilles,NE 19,,,,
Des biens qui viennent d'orisons,BL Harley MS 4431! BnF fr. 836! NE 20,,,,
Ung autre livre...que Monsgr de Maillé luy donna,NE 22,,,,
Ung petit livre de dames et d'amours,NE 23,,,,
Triboulet,NE 24,,,,
Jardin des nobles,NE 25,,,,
